Freshness,Review
fresh," The wide-eyed, openhearted sincerity of the thing never slackens, and neither does its spirit of invention."
rotten," ""Dracula Untold"" is an artificial glorification lacking reason for the retelling. Even Dracula's wife outshines him in her supporting role."
rotten," Seems strident and combative, as though director Michel Franco was chuckling as we try to figure out what the movie was doing."
rotten, A textbook study in cinematic recycling -- everything in it seems to have been borrowed from other movies.
fresh," Mixing its political and personal themes with passionate urgency, A Family Tour somehow manages to convey desperation and hopefulness simultaneously."
fresh," [Boychoir] isn't quite an 'Inspirational Teacher Drama' (think Dead Poets Society), as it's more interested in family, how we nurture the gifts we're given, and the redemptive power of music."
fresh," I suspect the young'uns will...take a shine to the hero of Rango: a chameleon that's part Kermit the Frog, part street-corner kook (and all Johnny Depp, who supplies the often hilarious voice)."
rotten," The film is too broad to be discerning, but there are a few laughs here and there, thanks to a solid comedic ensemble."
fresh," ...(O)ver-Rashomoned with too many flashbacks, Travis produces a a slambang car chase, even though it does lead to a climax too absurd for words."
fresh," After witnessing firsthand the pleasures of Amelie Poulain's little world, I realized its oddball sense works greatly in the movie's favor."
rotten," For those eager to see those Battle School fights, Ender's time there might be the strongest point of the film."
fresh," A portrait of combustible banlieue femininity, emanating raw energy and scrappy good humor even as it builds to an unexpectedly tragic and horrifying finale."
fresh," Beautiful to look at, but deficient in the plot department."
rotten," At the very least, it's a much more satisfactory effort than that recent repeat offender Horrible Bosses 2."
rotten, The hilariously bombastic story about the ancient Battle of Thermopylae is very much like spending two hours watching someone play a video game.
rotten, The problem lies with the story these filmmakers choose to tell.
fresh," Even if the manner in which it unfolds is, in the end, fairly pedestrian, the message it strives to make definitely is not."
fresh," It succeeds as a moving story of a boy, expressively played by Aaron Johnson, whose life would have been interesting enough to justify a movie about it even if he'd never gone on to be one of The Beatles."
fresh," As an action-filled matinee flick, 'Tomb Raider' is dead on target."
fresh," Lyne's findings are often profound, even if some edge into laboured film studies territory."
fresh, Krisha stages these typical festivities with the fury of battling gods. 
rotten, Shyamalan sve lo%u0161ije reagira na gubitak statusa holivudskog bo%u017Eanstva
fresh," The film is a ferocious coming-of-age tale beginning with the arrival of 19-year-old Malik El Djebena (French-Algerian Tahar Rahim, who recalls the beautiful ruffians of Caravaggio) in a hard-core French prison."
rotten," The movie mostly wants to look timely and seem topical. Instead, it feels irrelevant."
rotten, [An] ultimately hollow exercise in movie excess.
fresh," Debut director Clark Gregg draws strong performances from Rockwell, Huston and Brad William Henke as Victor's dim-bulb buddy."
fresh," After watching MGP I forgive Butler his Hollywood rom-coms. Who knew an American could go to the Sudan, kill lots of rebels without any consequences, and become a living legend?"
rotten," Despite her cheeky introduction in short-shorts that might have embarrassed Catherine Bach, Tamara proves to be the most tedious character in her own movie..."
fresh, Alfonso Cuarón doesn't so much recreate his childhood in the Colonia Roma neighborhood of Mexico City as he reimagines it...
rotten," Adults will be hoping for more substance, but they won't get it as the skinny plot devotes all its time to frivolous play and increasingly tired slapstick humor."
fresh," Johnny Knoxville revives his old man character, Irving Zisman, for another crude and audacious comedy that's actually quite funny."
rotten, Producers Will Ferrell and Adam McCay should know better.
rotten," ""Life is wasted on the mortals,"" says an elder vampire. Even more so, I'm afraid, on this movie. "
fresh, The Creeper really expresses himself far more than his sitting duck victims.
fresh, Even if Trainwreck isn't quite as good as it should be -- it's baggy and long and loses its nerve in the third act -- it wins fans merely because it exists and for the welcome guffaws it elicits.
rotten, Rarely rises above greeting card-level would-be inspirational banality.
fresh," Characteristically, Dante's nonchalant attitude towards plot structure makes for erratic pacing (the last half hour does flag), but that's part and parcel of his breathless, anarchic style."
fresh, This is what the movies can do.
fresh, Britain's Got Talent never looked so good.
fresh, Original. Clever. Brilliant. Insert your own adjective here. Monsters Vs. Aliens is flat out the funniest flick of the year.
fresh," Provocative, unflinching and stripped of anything approaching a consoling music soundtrack, it's a must for fans of challenging, A+ intelligent cinema desperately seeking the antithesis of High School Musical."
